Tag, Descricao, Modulo, Fase, Grandeza, IdSensor, Frequencia_Amostragem, Timestamp
M1IOCB2, I OPENING COIL B, 1, B, I, 2, 10000.0, 1749126149.5395

tempos, dados
50.0, 0.021122
50.10009765625, 0.038864
50.199951171875, 0.038059
50.300048828125, 0.043109
50.39990234375, 0.040026
50.5, -0.001
50.60009765625, 0.042663
50.699951171875, 0.014373
50.800048828125, 0.044495
50.89990234375, 0.034797
51.0, 0.025814
51.10009765625, -0.002922
51.199951171875, 0.053031
51.300048828125, 0.028764
51.39990234375, 7.2e-05
51.5, 0.021166
51.60009765625, 0.039802
51.699951171875, 0.022686
51.800048828125, 0.044093
51.89990234375, 0.042126
52.0, 0.010217
52.10009765625, 0.004452
52.199951171875, 0.03073
52.300048828125, 0.050662
52.39990234375, 0.026842
52.5, 0.022686
52.60009765625, 0.023669
52.699951171875, 0.018798
52.800048828125, 0.043109
52.89990234375, 0.029836
53.0, 0.00177
53.10009765625, 0.051199
53.199951171875, 0.062729
53.300048828125, 0.059422
53.39990234375, 0.007491
53.5, 0.059064
53.60009765625, 0.046998
53.699951171875, 0.038462
53.800048828125, 0.051154
53.89990234375, -0.002475
54.0, 0.007223
54.10009765625, 0.051735
54.199951171875, 0.052003
54.300048828125, 0.031222
54.39990234375, 0.033993
54.5, 0.024295
54.60009765625, -0.001179
54.699951171875, 0.021747
54.800048828125, 0.012898
54.89990234375, 0.012362
55.0, 0.01491
55.10009765625, 0.030775
55.199951171875, 0.023803
55.300048828125, 0.06112
55.39990234375, 0.032205
55.5, 0.023937
55.60009765625, 0.030194
55.699951171875, 0.018574
55.800048828125, 0.029836
55.89990234375, 0.041545
56.0, 0.021211
56.10009765625, 0.045836
56.199951171875, 0.031266
56.300048828125, 0.050841
56.39990234375, 0.010306
56.5, 0.006374
56.60009765625, 0.03435
56.699951171875, 0.031579
56.800048828125, 0.032652
56.89990234375, 0.008563
57.0, 0.023758
57.10009765625, 0.024786
57.199951171875, 0.013479
57.300048828125, 0.072963
57.39990234375, 0.04597
57.5, 0.042439
57.60009765625, 0.020451
57.699951171875, 0.019513
57.800048828125, 0.024116
57.89990234375, 0.033501
58.0, 0.043914
58.10009765625, -0.008732
58.199951171875, 0.015267
58.300048828125, -0.016866
58.39990234375, 0.031311
58.5, 0.008206
58.60009765625, 0.033501
58.699951171875, 0.012809
58.800048828125, 0.049947
58.89990234375, 0.050349
59.0, 0.075108
59.10009765625, 0.011156
59.199951171875, 0.010128
59.300048828125, 0.038998
59.39990234375, 0.030373
59.5, 0.048025
59.60009765625, 0.047176
59.699951171875, 0.037657
59.800048828125, 0.026887
59.89990234375, 0.047444
60.0, 0.024563
60.10009765625, 0.037568
60.199951171875, 0.01196
60.300048828125, 0.012049
60.39990234375, -0.008285
60.5, 0.023803
60.60009765625, 0.026753
60.699951171875, 0.012854
60.800048828125, 0.010351
60.89990234375, 0.021971
61.0, 0.052226
61.10009765625, 0.040517
61.199951171875, 0.037255
61.300048828125, 0.019736
61.39990234375, 0.010664
61.5, 0.035825
61.60009765625, 0.041143
61.699951171875, 0.034127
61.800048828125, 0.017055
61.89990234375, 0.021345
62.0, 0.029836
62.10009765625, 0.029434
62.199951171875, 0.006105
62.300048828125, 0.044271
62.39990234375, 0.039177
62.5, 0.049813
62.60009765625, 0.023177
62.699951171875, 0.017189
62.800048828125, -0.000956
62.89990234375, 0.040741
63.0, 0.035512
63.10009765625, 0.034886
63.199951171875, 0.026708
63.300048828125, 0.028272
63.39990234375, -0.003995
63.5, 0.017725
63.60009765625, 0.015625
63.699951171875, 0.044182
63.800048828125, 0.031222
63.89990234375, 0.010172
64.0, 0.022105
64.10009765625, 0.043378
64.199951171875, 0.00834
64.300048828125, 0.038149
64.39990234375, 0.048517
64.5, 0.048964
64.60009765625, 0.054818
64.699951171875, 0.034708
64.800048828125, 0.026753
64.89990234375, 0.020585
65.0, 0.031713
65.10009765625, 0.04816
65.199951171875, 0.028764
65.300048828125, 0.031266
65.39990234375, 0.021122
65.5, 0.049187
65.60009765625, 0.046417
65.699951171875, -0.003369
65.800048828125, 0.043512
65.89990234375, 0.015088
66.0, 0.038328
66.10009765625, 0.014418
66.199951171875, 0.049813
66.300048828125, 0.068136
66.39990234375, 0.051467
66.5, 0.02273
66.60009765625, 0.037747
66.699951171875, 0.029345
66.800048828125, 0.063757
66.89990234375, 0.04092
67.0, -0.000151
67.10009765625, 0.024295
67.199951171875, 0.010306
67.300048828125, 0.024518
67.39990234375, 0.029345
67.5, 0.072784
67.60009765625, 0.035691
67.699951171875, 0.0474
67.800048828125, 0.018976
67.89990234375, 0.045523
68.0, 0.018306
68.10009765625, 0.031758
68.199951171875, 0.041322
68.300048828125, 0.015893
68.39990234375, 0.000162
68.5, 0.009144
68.60009765625, 0.033858
68.699951171875, 0.054506
68.800048828125, 0.032965
68.89990234375, 0.043154
69.0, 0.016474
69.10009765625, 0.026931
69.199951171875, 0.022775
69.300048828125, 0.034171
69.39990234375, 0.056249
69.5, 0.022507
69.60009765625, 0.013926
69.699951171875, 0.021658
69.800048828125, 0.021792
69.89990234375, -0.01338
70.0, 0.031892
70.10009765625, 0.041724
70.199951171875, 0.026082
70.300048828125, 0.027244
70.39990234375, 0.031311
70.5, 0.023267
70.60009765625, 0.003692
70.699951171875, 0.032384
70.800048828125, 0.015937
70.89990234375, 0.01987
71.0, 0.027021
71.10009765625, 0.032697
71.199951171875, 0.027155
71.300048828125, 0.009725
71.39990234375, 0.035244
71.5, 0.046729
71.60009765625, 0.033054
71.699951171875, 0.01987
71.800048828125, 0.046506
71.89990234375, 0.027602
72.0, 0.042663
72.10009765625, 0.041456
72.199951171875, 0.032473
72.300048828125, 0.043288
72.39990234375, 0.025948
72.5, 0.019245
72.60009765625, 0.044182
72.699951171875, 0.049768
72.800048828125, 0.040071
72.89990234375, 0.028272
73.0, 0.039311
73.10009765625, 0.042573
73.199951171875, 0.00834
73.300048828125, 0.011558
73.39990234375, 0.030104
73.5, 0.052405
73.60009765625, 0.024563
73.699951171875, 0.021077
73.800048828125, 0.017099
73.89990234375, 0.028362
74.0, 0.025635
74.10009765625, 0.013524
74.199951171875, 0.040383
74.300048828125, 0.028183
74.39990234375, 0.043959
74.5, 0.026842
74.60009765625, 0.019111
74.699951171875, 0.046864
74.800048828125, 0.011111
74.89990234375, 0.022284
75.0, 0.050305
75.10009765625, 0.042663
75.199951171875, 0.029658
75.300048828125, 0.013614
75.39990234375, 0.064919
75.5, 0.021703
75.60009765625, -0.003414
75.699951171875, 0.018798
75.800048828125, 0.04083
75.89990234375, 0.05598
76.0, 0.024339
76.10009765625, 0.012049
76.199951171875, 0.022865
76.300048828125, 0.024161
76.39990234375, 0.026216
76.5, 0.018038
76.60009765625, 0.046417
76.699951171875, 0.051467
76.800048828125, 0.044137
76.89990234375, 0.01634
77.0, 0.021256
77.10009765625, 0.058841
77.199951171875, 0.041858
77.300048828125, 0.030239
77.39990234375, 0.036629
77.5, 0.033143
77.60009765625, 0.035646
77.699951171875, 0.034529
77.800048828125, 0.026127
77.89990234375, 0.071265
78.0, 0.031803
78.10009765625, 0.067645
78.199951171875, 0.035065
78.300048828125, 0.022418
78.39990234375, 0.048428
78.5, 0.042305
78.60009765625, 0.010351
78.699951171875, 0.033769
78.800048828125, 0.050573
