Tag, Descricao, Modulo, Fase, Grandeza, IdSensor, Frequencia_Amostragem, Timestamp
M1IOCA2, I OPENING COIL A, 1, A, I, 2, 10000.0, 1749126149.5395

tempos, dados
50.0, -0.000286
50.10009765625, -0.005163
50.199951171875, 0.015322
50.300048828125, 0.015322
50.39990234375, 0.005301
50.5, -0.004764
50.60009765625, -0.004454
50.699951171875, 0.003262
50.800048828125, -0.014608
50.89990234375, 0.003971
51.0, -0.004853
51.10009765625, 0.009735
51.199951171875, -0.005429
51.300048828125, -0.016914
51.39990234375, -0.00707
51.5, 0.009558
51.60009765625, -0.011016
51.699951171875, 0.000158
51.800048828125, 0.011021
51.89990234375, -0.007779
52.0, -0.002724
52.10009765625, -0.008888
52.199951171875, -0.036956
52.300048828125, 0.03297
52.39990234375, 0.003173
52.5, 0.000291
52.60009765625, -0.033231
52.699951171875, 0.018692
52.800048828125, 0.008893
52.89990234375, -0.012524
53.0, -0.017091
53.10009765625, -0.022323
53.199951171875, 0.019091
53.300048828125, -0.004986
53.39990234375, 0.003927
53.5, -0.001838
53.60009765625, 0.002774
53.699951171875, -0.014519
53.800048828125, -0.000419
53.89990234375, -0.008045
54.0, 0.019357
54.10009765625, 0.002197
54.199951171875, -0.006981
54.300048828125, 0.005346
54.39990234375, 0.004414
54.5, -0.012213
54.60009765625, 0.002552
54.699951171875, -0.005296
54.800048828125, 0.00406
54.89990234375, 0.012751
55.0, -0.01075
55.10009765625, 0.001266
55.199951171875, 0.048489
55.300048828125, 0.010312
55.39990234375, 0.037182
55.5, 0.031462
55.60009765625, 0.005523
55.699951171875, 0.033768
55.800048828125, -0.008622
55.89990234375, 0.003129
56.0, 0.012351
56.10009765625, -0.01514
56.199951171875, -0.003833
56.300048828125, -0.010129
56.39990234375, 0.004015
56.5, 0.004281
56.60009765625, 0.013371
56.699951171875, 0.038734
56.800048828125, 0.033325
56.89990234375, 0.009026
57.0, 0.008316
57.10009765625, -0.010928
57.199951171875, -0.004321
57.300048828125, 0.005301
57.39990234375, 0.015854
57.5, -0.00911
57.60009765625, 0.001976
57.699951171875, -0.015583
57.800048828125, -0.009642
57.89990234375, 0.012218
58.0, -0.014652
58.10009765625, 0.006232
58.199951171875, -0.019973
58.300048828125, -0.005695
